Platform,Manufactur,Year,Publisher,NA,EU,JP,Other,Global,Developer
PS4,Sony,2015,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,Rocksteady Studios
Wii,Nintendo,2011,Nintendo,2.03,1.16,0.37,0.38,3.95,Nintendo
PS3,Sony,2008,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,Bethesda Game Studios
DS,Nintendo,2007,Nintendo,0.9,1.76,0.92,0.37,3.94,Level 5
GB,Nintendo,1994,Nintendo,1.97,0.76,1.07,0.11,3.91,Other
Wii,Nintendo,2009,Electronic Arts,2.09,1.35,0.06,0.4,3.9,EA Canada
PS2,Sony,2003,Activision,2.29,1.17,0.01,0.42,3.9,Neversoft Entertainment
3DS,Nintendo,2014,Nintendo,0.68,0.48,2.62,0.11,3.89,Capcom
PC,Microsoft,2011,Bethesda Softworks,1.16,2.12,0.0,0.6,3.88,Bethesda Game Studios
PS4,Sony,2015,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,Visual Concepts
PS2,Sony,2005,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,Namco
NES,Nintendo,1988,Enix Corporation,0.1,0.0,3.77,0.0,3.87,Other
PS3,Sony,2006,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,Evolution Studios
3DS,Nintendo,2011,Nintendo,1.44,1.41,0.73,0.27,3.85,Other
PS2,Sony,2004,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,KCET
PS3,Sony,2010,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,"SCEA, Zindagi Games"
PS,Sony,1995,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,Other
GB,Nintendo,1992,Nintendo,2.21,0.96,0.54,0.13,3.83,Other
PS4,Sony,2013,Activision,1.78,1.43,0.05,0.57,3.83,Infinity Ward
DS,Nintendo,2007,Nintendo,0.86,1.56,1.05,0.35,3.83,"Nintendo, Namco Bandai Games"
PS4,Sony,2016,Ubisoft,1.35,1.7,0.15,0.6,3.8,Massive Entertainment
Wii,Nintendo,2007,Nintendo,1.05,1.91,0.41,0.42,3.79,Nintendo
PS,Sony,1996,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,Other
DS,Nintendo,2009,Nintendo,2.23,0.47,0.81,0.26,3.77,Other
X360,Microsoft,2008,Activision,2.4,1.01,0.0,0.36,3.76,Traveller's Tales
PC,Microsoft,2002,Electronic Arts,2.03,1.56,0.0,0.17,3.76,Maxis
PSP,Sony,2007,Sony Computer Entertainment,1.4,1.39,0.1,0.86,3.74,Other
PS,Sony,2001,Electronic Arts,1.37,2.0,0.14,0.22,3.73,Argonaut Games
Wii,Nintendo,2011,Sega,1.12,1.87,0.27,0.45,3.72,Other
PS,Sony,1999,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,Other
Wii,Nintendo,2007,Nintendo,1.95,0.86,0.59,0.31,3.71,Intelligent Systems
PS,Sony,2000,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,Insomniac Games
PS3,Sony,2013,Ubisoft,1.33,1.68,0.13,0.57,3.71,Ubisoft
PS2,Sony,2004,Electronic Arts,0.58,2.48,0.04,0.59,3.7,EA Canada
GB,Nintendo,1998,Nintendo,1.49,0.73,1.38,0.1,3.7,Other
DS,Nintendo,2009,Nintendo,0.0,0.0,3.67,0.0,3.67,Other
PS2,Sony,2002,Activision,2.13,1.18,0.01,0.35,3.67,Neversoft Entertainment
XOne,Microsoft,2015,Electronic Arts,2.04,1.28,0.02,0.32,3.66,Other
DS,Nintendo,2007,Electronic Arts,1.58,1.59,0.08,0.41,3.66,TOSE
PSP,Sony,2005,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,Rockstar Leeds
N64,Nintendo,1998,Nintendo,1.87,1.13,0.55,0.1,3.65,Other
PS2,Sony,2002,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,Zipper Interactive
PS2,Sony,2001,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,Naughty Dog
N64,Nintendo,1999,Nintendo,2.23,0.68,0.66,0.06,3.63,Other
PS2,Sony,2007,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,Konami
PS2,Sony,2005,Capcom,2.08,0.83,0.46,0.25,3.62,Capcom
Wii,Nintendo,2008,Activision,2.32,0.96,0.0,0.34,3.62,Vicarious Visions
PS3,Sony,2009,Electronic Arts,0.6,2.45,0.05,0.52,3.62,EA Sports
PS2,Sony,2004,LucasArts,1.93,1.22,0.03,0.44,3.61,Pandemic Studios
PC,Microsoft,1994,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,Other
PS2,Sony,2001,Electronic Arts,2.02,1.17,0.0,0.42,3.61,Fox Interactive
GC,Nintendo,2001,Nintendo,2.38,0.67,0.46,0.1,3.6,Nintendo
PS4,Sony,2013,Electronic Arts,1.35,1.55,0.17,0.51,3.59,EA DICE
PS2,Sony,2005,LucasArts,2.18,1.02,0.03,0.37,3.59,Pandemic Studios
Wii,Nintendo,2013,Ubisoft,1.88,1.39,0.0,0.31,3.59,Ubisoft
DS,Nintendo,2007,505 Games,1.6,1.49,0.1,0.39,3.58,Office Create
PS,Sony,2000,THQ,2.01,1.35,0.06,0.16,3.58,Other
PS,Sony,1997,Fox Interactive,1.57,1.79,0.0,0.2,3.56,Other
PS2,Sony,2006,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,Rockstar Leeds
PS2,Sony,2002,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,Team Soho
PS,Sony,1997,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,Other
PS2,Sony,2001,Electronic Arts,1.9,1.13,0.1,0.41,3.53,EA Redwood Shores
PS2,Sony,2005,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,Other
PS,Sony,2000,THQ,1.96,1.33,0.0,0.23,3.52,Other
X360,Microsoft,2010,Electronic Arts,0.71,2.39,0.02,0.4,3.52,EA Sports
PS,Sony,1999,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,Other
X360,Microsoft,2008,Electronic Arts,2.66,0.49,0.05,0.3,3.51,Certain Affinity
SNES,Nintendo,1996,Nintendo,1.17,0.5,1.75,0.08,3.51,Other
XOne,Microsoft,2014,Ubisoft,2.27,0.9,0.0,0.33,3.5,"Ubisoft, Ubisoft Montreal"
NES,Nintendo,1985,Nintendo,1.64,0.38,1.42,0.06,3.5,Other
X360,Microsoft,2009,Capcom,2.11,0.93,0.12,0.34,3.5,Capcom
X360,Microsoft,2010,Ubisoft,2.85,0.38,0.03,0.24,3.49,Ubisoft Montreal
PS3,Sony,2013,Electronic Arts,1.3,1.42,0.27,0.5,3.49,EA DICE
X360,Microsoft,2009,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,Rocksteady Studios
X360,Microsoft,2013,Electronic Arts,2.15,1.01,0.02,0.31,3.48,EA DICE
X360,Microsoft,2010,Electronic Arts,2.1,1.01,0.04,0.32,3.47,EA DICE
DS,Nintendo,2009,Sega,1.21,1.62,0.27,0.37,3.46,Other
DS,Nintendo,2008,Activision,2.1,1.01,0.01,0.35,3.46,Vicarious Visions
DS,Nintendo,2006,Nintendo,0.59,1.79,0.73,0.34,3.45,Agenda
3DS,Nintendo,2013,Capcom,0.0,0.0,3.44,0.0,3.44,Other
X360,Microsoft,2009,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,Gearbox Software
PS2,Sony,2002,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,Namco
SNES,Nintendo,1994,SquareSoft,0.86,0.0,2.55,0.02,3.42,Other
PS,Sony,1998,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,DMA Design
PS4,Sony,2015,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41,"Kojima Productions, Moby Dick Studio"
PS2,Sony,2004,Activision,1.75,1.2,0.02,0.43,3.41,Treyarch
GB,Nintendo,1990,Nintendo,1.73,0.69,0.59,0.4,3.41,Other
PS2,Sony,2002,Electronic Arts,0.46,2.28,0.05,0.61,3.4,EA Canada
PS3,Sony,2011,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,Media Molecule
PS,Sony,2000,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,Eurocom Entertainment Software
PS4,Sony,2015,Ubisoft,0.81,1.99,0.07,0.52,3.39,Ubisoft Quebec
X360,Microsoft,2008,Warner Bros. Interactive Entertainment,2.04,1.02,0.0,0.32,3.38,Traveller's Tales
XOne,Microsoft,2014,Activision,2.14,0.92,0.0,0.31,3.37,"Bungie Software, Bungie"
PS,Sony,1998,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,Other
N64,Nintendo,2000,Nintendo,1.9,0.67,0.73,0.06,3.36,Other
PS3,Sony,2012,Ubisoft,0.88,1.7,0.1,0.67,3.35,Ubisoft Montreal
PS,Sony,1998,THQ,1.63,1.53,0.0,0.18,3.34,Other
DS,Nintendo,2006,Nintendo,0.0,0.99,2.32,0.02,3.33,Other
PS2,Sony,2002,Electronic Arts,1.45,1.29,0.12,0.46,3.33,Eurocom Entertainment Software
PS2,Sony,2002,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,Other
3DS,Nintendo,2015,Capcom,0.27,0.21,2.79,0.05,3.32,Other
PS2,Sony,2005,LucasArts,1.47,1.39,0.03,0.43,3.32,Double Helix Games
DS,Nintendo,2009,Nintendo,1.4,0.91,0.74,0.26,3.31,Nintendo
PS2,Sony,2001,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,Rockstar Toronto
X360,Microsoft,2013,Ubisoft,1.9,1.11,0.01,0.29,3.3,Ubisoft
PS2,Sony,2003,Electronic Arts,1.5,1.28,0.05,0.46,3.28,EA Games
3DS,Nintendo,2014,Nintendo,0.09,0.0,3.18,0.01,3.28,Other
XOne,Microsoft,2015,Microsoft Game Studios,2.61,0.33,0.0,0.34,3.28,"Splash Damage, The Coalition"
PS2,Sony,2003,Activision,1.89,1.05,0.02,0.31,3.27,"Luxoflux, Inc."
DS,Nintendo,2008,Nintendo,0.6,1.57,0.82,0.27,3.26,Level 5
PSP,Sony,2009,Sony Computer Entertainment,0.5,1.58,0.31,0.87,3.25,Other
XOne,Microsoft,2015,Electronic Arts,0.89,2.12,0.0,0.24,3.25,EA Sports
Wii,Nintendo,2008,Nintendo,1.35,1.11,0.46,0.32,3.25,Nintendo
PS,Sony,1995,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24,Other
PS4,Sony,2015,Electronic Arts,2.34,0.3,0.0,0.6,3.24,EA Sports
PS3,Sony,2013,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23,Polyphony Digital
XOne,Microsoft,2014,Microsoft Game Studios,1.91,1.0,0.03,0.29,3.23,343 Industries
PS,Sony,1999,Electronic Arts,1.72,1.33,0.0,0.16,3.21,Other
WiiU,Nintendo,2015,Nintendo,1.18,0.89,0.94,0.2,3.21,Nintendo
PS,Sony,2000,THQ,1.76,1.21,0.07,0.16,3.2,Other
NES,Nintendo,1983,Nintendo,0.73,0.1,2.35,0.02,3.2,Other
SNES,Nintendo,1995,Nintendo,2.26,0.72,0.12,0.1,3.2,Other
SNES,Nintendo,1995,Enix Corporation,0.0,0.0,3.19,0.0,3.19,Other
PSP,Sony,2008,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.18,Ready at Dawn
PS2,Sony,2003,Atari,1.78,1.12,0.09,0.19,3.18,Shiny Entertainment
PSP,Sony,2007,Square Enix,1.35,0.59,0.8,0.43,3.18,Square Enix
X360,Microsoft,2010,MTV Games,2.15,0.76,0.01,0.26,3.17,Harmonix Music Systems
PS3,Sony,2011,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17,Team Bondi
PS2,Sony,2001,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,Namco
GC,Nintendo,2001,Nintendo,1.92,0.16,0.99,0.09,3.15,Nintendo
PS2,Sony,2007,Electronic Arts,0.68,0.0,0.0,2.46,3.14,EA Canada
DS,Nintendo,2008,Disney Interactive Studios,1.87,0.97,0.0,0.3,3.14,1st Playable Productions
PS,Sony,2000,Activision,1.7,1.25,0.02,0.16,3.13,Neversoft Entertainment
Wii,Nintendo,2012,Nintendo,1.06,1.09,0.76,0.22,3.13,Nd Cube
PS,Sony,1998,Electronic Arts,2.14,0.86,0.0,0.13,3.12,EA Canada
N64,Nintendo,1999,Nintendo,2.31,0.62,0.14,0.04,3.12,Other
DS,Nintendo,2005,Sega,1.21,1.56,0.06,0.29,3.12,"Dimps Corporation, Sonic Team"
NES,Nintendo,1990,Enix Corporation,0.08,0.0,3.03,0.01,3.12,Other
DS,Nintendo,2008,Nintendo,0.55,0.5,1.93,0.13,3.11,Nintendo
PS3,Sony,2010,Bethesda Softworks,1.52,1.03,0.1,0.46,3.11,Obsidian Entertainment
DS,Nintendo,2006,Nintendo,0.9,1.0,1.03,0.17,3.11,Indies Zero
PS3,Sony,2007,Ubisoft,1.69,0.85,0.14,0.43,3.1,4J Studios
3DS,Nintendo,2013,Nintendo,1.4,1.01,0.46,0.23,3.1,Nintendo
PS3,Sony,2012,Capcom,0.88,0.94,0.88,0.4,3.1,Capcom
X360,Microsoft,2010,Electronic Arts,1.99,0.81,0.03,0.27,3.1,BioWare
PS2,Sony,2002,Atari,2.17,0.28,0.55,0.08,3.09,Dimps Corporation
PS2,Sony,2001,Electronic Arts,2.5,0.16,0.01,0.42,3.08,EA Sports
NES,Nintendo,1986,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08,Other
GB,Nintendo,1994,Nintendo,1.57,0.62,0.55,0.34,3.07,Other
PC,Microsoft,2002,Electronic Arts,1.72,1.21,0.0,0.14,3.07,Maxis
3DS,Nintendo,2015,Nintendo,0.51,1.02,1.4,0.12,3.05,Nintendo
PC,Microsoft,2014,Electronic Arts,1.0,1.82,0.0,0.23,3.05,Maxis
X360,Microsoft,2012,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05,Gearbox Software
DS,Nintendo,2008,Warner Bros. Interactive Entertainment,1.75,1.01,0.0,0.29,3.05,TT Fusion
X360,Microsoft,2008,Activision,1.91,0.84,0.0,0.29,3.04,"Luxoflux, Inc."
X360,Microsoft,2012,Electronic Arts,1.94,0.84,0.03,0.24,3.04,BioWare
PS3,Sony,2010,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03,Quantic Dream
PS,Sony,1995,Ubisoft,1.54,1.33,0.0,0.16,3.03,Other
X360,Microsoft,2008,THQ,1.94,0.79,0.02,0.28,3.03,Volition Inc.
XB,Microsoft,2002,Ubisoft,1.85,1.04,0.0,0.13,3.02,Ubisoft Montreal
NES,Nintendo,1987,Nintendo,2.03,0.47,0.45,0.07,3.02,Other
PS2,Sony,2002,THQ,1.45,1.13,0.07,0.38,3.02,Other
PS4,Sony,2013,Electronic Arts,0.61,1.85,0.11,0.44,3.01,EA Canada
PS3,Sony,2009,Sony Computer Entertainment,1.4,1.06,0.08,0.47,3.01,Guerrilla
X360,Microsoft,2012,Ubisoft,1.38,1.32,0.02,0.28,3.0,Ubisoft Montreal
Wii,Nintendo,2010,Disney Interactive Studios,2.04,0.63,0.12,0.22,3.0,Junction Point
X360,Microsoft,2012,Take-Two Interactive,2.6,0.2,0.01,0.19,3.0,Visual Concepts
PS2,Sony,2007,Atari,1.15,0.0,0.76,1.09,3.0,"Spike, Namco Bandai Games"
SNES,Nintendo,1993,Nintendo,1.61,0.51,0.8,0.07,2.99,Other
PC,Microsoft,2000,Electronic Arts,1.67,1.18,0.0,0.13,2.99,Maxis
PS2,Sony,2002,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,KCET
PS2,Sony,2001,Capcom,1.36,0.86,0.64,0.13,2.99,Capcom
PC,Microsoft,2011,Electronic Arts,1.58,1.01,0.0,0.38,2.96,"LucasArts, BioWare"
PS4,Sony,2014,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47,2.96,Monolith Productions
PS2,Sony,2003,Sega,1.04,1.37,0.06,0.49,2.96,Sonic Team
PS2,Sony,2002,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,Io Interactive
XOne,Microsoft,2014,Electronic Arts,1.84,0.8,0.04,0.27,2.95,Respawn Entertainment
PS3,Sony,2010,Electronic Arts,1.33,1.1,0.08,0.44,2.95,EA DICE
N64,Nintendo,1996,Nintendo,1.98,0.58,0.34,0.04,2.94,Other
PS2,Sony,2003,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,Zipper Interactive
PS2,Sony,2005,THQ,1.45,1.11,0.04,0.33,2.94,Other
GBA,Nintendo,2001,Atari,2.07,0.77,0.05,0.05,2.94,Mass Media
X360,Microsoft,2009,Capcom,1.82,0.7,0.15,0.26,2.94,Capcom
PS3,Sony,2009,Sony Computer Entertainment,1.76,0.68,0.12,0.37,2.93,Sucker Punch
DS,Nintendo,2008,Nintendo,1.55,0.04,1.19,0.15,2.92,HAL Labs
XOne,Microsoft,2013,Activision,1.88,0.77,0.0,0.27,2.92,Infinity Ward
X360,Microsoft,2014,Electronic Arts,0.79,1.92,0.0,0.21,2.92,EA Sports
GBA,Nintendo,2002,Nintendo,1.75,0.45,0.62,0.09,2.91,Other
X360,Microsoft,2007,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.91,BioWare
PS2,Sony,2004,Sega,1.54,1.14,0.0,0.22,2.9,Sonic Team
PS2,Sony,2003,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,KCET
X360,Microsoft,2008,Sega,1.75,0.86,0.0,0.28,2.89,Sumo Digital
PS2,Sony,2001,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,Clap Hanz
Wii,Nintendo,2007,505 Games,1.41,1.12,0.05,0.3,2.89,OfficeCreate
PS2,Sony,2004,Activision,1.51,1.12,0.01,0.24,2.89,Spark Unlimited
Wii,Nintendo,2006,Nintendo,0.86,1.04,0.73,0.26,2.89,Intelligent Systems
PS,Sony,1999,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88,Other
DS,Nintendo,2007,Ubisoft,1.3,1.26,0.0,0.31,2.87,Ubisoft
PS,Sony,1998,Codemasters,0.09,2.43,0.12,0.22,2.87,Other
X360,Microsoft,2012,Electronic Arts,2.53,0.15,0.0,0.17,2.86,EA Tiburon
XB,Microsoft,2002,Ubisoft,2.09,0.63,0.03,0.11,2.86,Bethesda Softworks
PS4,Sony,2013,Ubisoft,1.07,1.31,0.06,0.42,2.85,Ubisoft
PC,Microsoft,1996,Virgin Interactive,1.37,1.34,0.0,0.14,2.85,Other
SNES,Nintendo,1990,Nintendo,1.37,0.51,0.89,0.07,2.85,Other
N64,Nintendo,1997,Nintendo,1.29,0.53,0.98,0.05,2.85,Other
PS3,Sony,2011,Warner Bros. Interactive Entertainment,1.98,0.53,0.0,0.34,2.84,NetherRealm Studios
X360,Microsoft,2009,Electronic Arts,2.52,0.09,0.0,0.22,2.83,EA Tiburon
PS2,Sony,2002,THQ,1.32,1.08,0.04,0.39,2.83,Other
X360,Microsoft,2007,Take-Two Interactive,1.65,0.85,0.05,0.28,2.83,"Irrational Games, 2K Marin"
GC,Nintendo,2002,Nintendo,1.96,0.67,0.1,0.09,2.82,Retro Studios
PS3,Sony,2010,Ubisoft,1.87,0.55,0.11,0.29,2.82,Ubisoft Montreal
GBA,Nintendo,2003,THQ,1.59,1.05,0.04,0.14,2.82,Vicarious Visions
Wii,Nintendo,2011,Majesco Entertainment,1.51,1.03,0.0,0.27,2.81,"Majesco Games, Majesco"
PC,Microsoft,1994,Red Orb,0.02,2.79,0.0,0.0,2.81,Other
PS3,Sony,2010,Electronic Arts,1.28,1.04,0.07,0.42,2.81,"EA DICE, Danger Close"
PS3,Sony,2012,Electronic Arts,0.71,1.46,0.06,0.58,2.81,Other
DS,Nintendo,2007,Ubisoft,1.32,1.19,0.0,0.3,2.8,Virtual Toys
PS2,Sony,2003,THQ,1.32,1.06,0.04,0.38,2.8,Other
PS,Sony,1997,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79,Other
PS,Sony,1998,Sony Computer Entertainment,1.96,0.72,0.0,0.11,2.79,Other
PS2,Sony,2001,THQ,1.19,1.15,0.04,0.41,2.79,Other
PS4,Sony,2014,Sony Computer Entertainment,1.28,0.98,0.07,0.46,2.79,Sucker Punch
SNES,Nintendo,1992,Enix Corporation,0.0,0.0,2.78,0.01,2.79,Other
PS,Sony,1996,GT Interactive,1.98,0.7,0.0,0.11,2.79,Other
3DS,Nintendo,2011,Nintendo,0.46,0.29,1.96,0.07,2.79,Other
PS2,Sony,2001,Electronic Arts,2.19,0.22,0.0,0.38,2.79,NuFX
PS2,Sony,2003,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78,Naughty Dog
PS2,Sony,2003,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78,Other
PS3,Sony,2010,Electronic Arts,1.05,1.23,0.03,0.47,2.78,Criterion Games
Wii,Nintendo,2011,Activision,1.35,1.13,0.0,0.3,2.78,Toys for Bob
PC,Microsoft,2011,Electronic Arts,0.89,1.43,0.0,0.46,2.78,EA DICE
PS4,Sony,2015,Warner Bros. Interactive Entertainment,1.5,0.8,0.0,0.48,2.78,"Warner Bros. Interactive Entertainment, NetherRealm Studios"
PS2,Sony,2003,Electronic Arts,1.41,1.12,0.0,0.24,2.77,Edge of Reality
PS3,Sony,2011,Sony Computer Entertainment,1.45,0.86,0.09,0.38,2.77,Guerrilla
X360,Microsoft,2008,LucasArts,1.74,0.77,0.0,0.26,2.77,LucasArts
XOne,Microsoft,2014,Microsoft Game Studios,1.61,0.9,0.0,0.25,2.76,Other
DS,Nintendo,2006,Nintendo,1.45,0.07,1.1,0.15,2.76,Artoon
X360,Microsoft,2011,THQ,1.25,1.14,0.07,0.3,2.76,Volition Inc.
2600,Other,1980,Atari,2.56,0.17,0.0,0.03,2.76,Other
SNES,Nintendo,1992,Nintendo,1.43,0.54,0.71,0.07,2.75,Other
PS3,Sony,2009,Namco Bandai Games,1.2,0.97,0.17,0.42,2.75,Namco Bandai Games
N64,Nintendo,2000,Nintendo,1.02,0.36,1.13,0.23,2.73,Other
NES,Nintendo,1986,Nintendo,1.33,0.31,1.04,0.05,2.73,Other
Wii,Nintendo,2007,Sega,1.21,1.19,0.04,0.29,2.73,Sonic Team
PS3,Sony,2015,Electronic Arts,0.41,1.84,0.05,0.4,2.71,EA Sports
GBA,Nintendo,2002,Nintendo,1.75,0.52,0.33,0.1,2.7,Capcom
PS2,Sony,2001,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,Capcom
N64,Nintendo,1998,Nintendo,1.25,0.53,0.87,0.05,2.7,Other
X360,Microsoft,2011,Take-Two Interactive,1.52,0.92,0.02,0.24,2.7,Team Bondi
X360,Microsoft,2006,Activision,1.49,0.92,0.02,0.27,2.7,Treyarch
X360,Microsoft,2011,Electronic Arts,2.42,0.11,0.0,0.16,2.69,EA Tiburon
PS2,Sony,2006,LucasArts,1.85,0.64,0.01,0.19,2.69,Traveller's Tales
PS4,Sony,2013,Sony Computer Entertainment,0.89,1.33,0.08,0.39,2.69,Guerrilla
X360,Microsoft,2010,Electronic Arts,2.38,0.12,0.0,0.18,2.69,EA Tiburon
PS2,Sony,2004,Electronic Arts,1.23,1.11,0.0,0.34,2.68,Criterion Games
3DS,Nintendo,2014,Level 5,0.0,0.0,2.68,0.0,2.68,Other
GEN,Sega,1992,Arena Entertainment,1.95,0.63,0.0,0.09,2.67,Other
DS,Nintendo,2010,Nintendo,1.63,0.51,0.35,0.18,2.67,Nintendo
DS,Nintendo,2009,Nintendo,0.28,1.39,0.68,0.32,2.67,Level 5
PS2,Sony,2005,Activision,1.48,0.92,0.01,0.26,2.67,Treyarch
PS,Sony,1998,Electronic Arts,1.44,1.09,0.0,0.14,2.67,Dreamworks Interactive
XB,Microsoft,2004,Microsoft Game Studios,1.99,0.58,0.0,0.09,2.66,Big Blue Box
X360,Microsoft,2008,Activision,1.78,0.63,0.0,0.25,2.66,Neversoft Entertainment
XOne,Microsoft,2016,Electronic Arts,0.43,2.05,0.0,0.17,2.65,"EA Sports, EA Vancouver"
DS,Nintendo,2006,Disney Interactive Studios,1.59,0.8,0.0,0.26,2.65,DC Studios
PS2,Sony,2003,Ubisoft,1.15,1.11,0.0,0.4,2.65,Ubisoft Shanghai
NES,Nintendo,1986,Nintendo,0.0,0.0,2.65,0.0,2.65,Other
PS3,Sony,2009,Electronic Arts,0.69,1.4,0.04,0.52,2.65,Slightly Mad Studios
N64,Nintendo,1996,Nintendo,2.0,0.5,0.12,0.03,2.65,Other
PSP,Sony,2006,Electronic Arts,0.86,1.11,0.01,0.66,2.65,Team Fusion
PS3,Sony,2011,Square Enix,0.78,0.73,0.89,0.23,2.63,Square Enix
PS2,Sony,2000,Take-Two Interactive,2.0,0.47,0.02,0.14,2.63,Angel Studios
X360,Microsoft,2010,Electronic Arts,1.47,0.93,0.0,0.24,2.63,EA Black Box
PS2,Sony,2004,Sega,2.15,0.12,0.0,0.36,2.62,Visual Concepts
X360,Microsoft,2009,Microsoft Game Studios,1.54,0.8,0.04,0.24,2.62,Ensemble Studios
X360,Microsoft,2011,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62,Visual Concepts
PSP,Sony,2006,Sony Computer Entertainment,0.76,1.09,0.12,0.64,2.62,Other
X360,Microsoft,2009,Electronic Arts,0.59,1.79,0.01,0.23,2.62,EA Sports
X360,Microsoft,2010,Electronic Arts,1.56,0.8,0.04,0.21,2.61,"Dice, Danger Close"
PS2,Sony,2002,Electronic Arts,0.9,1.22,0.04,0.44,2.61,Electronic Arts
GEN,Sega,1990,Sega,1.86,0.55,0.11,0.08,2.6,Other
PS3,Sony,2009,Sony Computer Entertainment,1.7,0.44,0.06,0.4,2.6,Bluepoint Games
PS2,Sony,2004,Electronic Arts,2.03,0.21,0.0,0.35,2.59,EA Canada
Wii,Nintendo,2007,Nintendo,1.05,1.05,0.24,0.24,2.58,Next Level Games
PS3,Sony,2008,Electronic Arts,0.48,1.63,0.04,0.43,2.58,EA Canada
DS,Nintendo,2008,Nintendo,0.62,0.82,0.96,0.18,2.58,syn Sophia
PS2,Sony,2006,THQ,1.4,0.88,0.03,0.26,2.58,Yuke's
X360,Microsoft,2007,LucasArts,1.53,0.81,0.0,0.24,2.57,Traveller's Tales
PS2,Sony,2004,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57,Other
PS2,Sony,2007,Electronic Arts,2.14,0.08,0.0,0.35,2.57,EA Tiburon
PSP,Sony,2007,Capcom,0.37,0.27,1.75,0.18,2.57,Capcom
PS3,Sony,2007,Sony Computer Entertainment,0.93,1.1,0.08,0.45,2.56,Other
Wii,Nintendo,2010,Nintendo,0.99,0.52,0.92,0.14,2.56,Other
GC,Nintendo,2001,Sega,1.7,0.59,0.21,0.07,2.56,Sonic Team
NES,Nintendo,1987,Enix Corporation,0.15,0.0,2.41,0.0,2.56,Other
X360,Microsoft,2009,Take-Two Interactive,1.04,1.22,0.03,0.27,2.56,Other
PS3,Sony,2012,Electronic Arts,2.11,0.22,0.0,0.23,2.56,EA Tiburon
X360,Microsoft,2009,Electronic Arts,1.76,0.55,0.03,0.22,2.56,BioWare
GC,Nintendo,2003,Nintendo,1.21,0.57,0.7,0.07,2.54,Genius Sonority Inc.
PSP,Sony,2009,Sony Computer Entertainment,0.64,1.22,0.01,0.67,2.54,"SCE/WWS, Media Molecule"
X360,Microsoft,2008,Electronic Arts,2.21,0.12,0.0,0.2,2.53,EA Tiburon
PS2,Sony,2001,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52,Acclaim Studios Cheltenham
DS,Nintendo,2010,Nintendo,0.26,1.65,0.33,0.28,2.52,Headstrong Games
